Genus_species,Family,Subfamily,Museum,Rego,Snout_Vent,Snout_Axilla,Interlimb,Body_Width,Pelvic_Width,Pelvic_Height,Head_Width,Head_Length,Snout_Eye,Snout_Tip,Eye_Diameter,Head_Depth,Tail_Width,Total_Tail,Tail_Length,Tail_Loss,RG,RG2,Arm,Upper_Arm,Lower_Arm,Hand,Number of digits forelimb,Leg,Upper_Leg,Lower_Leg,Foot,Number of digits hindlimb,State/Province,Verbatim Locaility,Latitude,Longitude,Notes,Data Collector
Tiliqua scincoides,Scincidae,Egerniinae,MV,D38657,259.39,82.26,157.91,45.8,20.51,25.56,39.79,48.25,15.95,,7.64,26.73,24.59,,148.91,N,NA,NA,46.33,18.51,18.66,19.82,5,48.53,23.09,20.15,18.84,5,New South Wales,3.2 km S of Bellata,-29.93,149.78,,Chapple Group
Tiliqua scincoides,Scincidae,Egerniinae,MV,D7865,252.64,81.62,153.63,47.1,20,28.14,39.45,48.76,17.33,,7.44,26.24,28.75,,147.8,N,NA,NA,50.31,23.21,17.91,17.79,5,50.07,24.11,19.98,20.24,5,South Australia,Whyalla,-33.03,137.58,,Chapple Group
Tiliqua scincoides,Scincidae,Egerniinae,MV,D33288,295.17,86.33,179.8,53.52,26.27,29.23,41.93,56.55,18.79,,8.52,31.86,31.05,,158.78,N,NA,NA,57.52,23.45,22.3,21.74,5,57.65,25.94,24.86,20.9,5,Victoria,Mallacoota,-37.57,148.75,,Chapple Group
Tiliqua scincoides,Scincidae,Egerniinae,MV,D73549,265.39,76.62,162.81,45.14,19.41,23.47,35.36,44.25,15.75,,7.73,27.42,24.81,,132.39,N,NA,NA,44.4,17.36,18.09,15.64,5,47.16,21.96,15.97,16.42,5,Victoria,"Melbourne, Thomastown",-37.67,145,,Chapple Group
Tiliqua scincoides,Scincidae,Egerniinae,MV,D38658,284.06,81.69,160.43,50.31,23.46,27.29,42.2,53.81,18.7,,9.21,27.74,24.99,,159.54,N,NA,NA,49.54,21.93,18.38,20.95,5,53.15,28,21.25,21.45,5,Victoria,Stratford,-37.97,147.08,,Chapple Group
Tiliqua scincoides,Scincidae,Egerniinae,MV,D76870,246.29,68.71,166.04,46.04,21.13,28.48,40.67,41.63,15.51,,6.39,22.67,24.15,,103.25,N,NA,NA,39.52,17.33,18.55,15.57,5,42.9,19.32,19.07,15.61,5,Victoria,"Cobden-Terang Road, Erney's Road intersection, 6 Kms north-west of Cobden",-38.32,143.07,,Chapple Group
Tiliqua scincoides,Scincidae,Egerniinae,MV,D17991,284.47,87.05,175.25,54.06,21.5,33.26,42.55,53.62,18.17,,9.06,32.73,29.6,,148.04,N,NA,NA,50.62,20.98,20.16,19.14,5,49.06,22.22,17.06,20.42,5,NA,"Mornington Peninsula, 0.8 km N of Rye Beach",-38.4,144.67,,Chapple Group
Tiliqua scincoides,Scincidae,Egerniinae,MV,D17989,270.54,79.48,169.3,49.85,21.42,27.99,39.54,50.79,17.26,,8.03,27.86,26.05,,145.69,N,NA,NA,50.16,21.82,18.63,18.97,5,49.67,21.06,18.9,20.74,5,Victoria,"Mornington Peninsula, Boneo Swamp",-38.4,144.87,,Chapple Group
Egernia stokesii,Scincidae,Egerniinae,WAM,R152673,157,51.2,83,40.4,21.8,20.5,24.4,27.65,7.29,1.96,5.93,19.43,23.5,,65.7,N,,,51.15,16.6,15.4,19.15,5,60,18.6,17.8,23.6,5,,,,,Male,Ian Brennan
Egernia stokesii,Scincidae,Egerniinae,WAM,R152676,141,48.5,79.2,38.3,20,15.5,22,25,7.75,2.4,5.74,15.3,22.75,,59.04,N,,,48.9,17.3,13.8,17.8,5,57.4,18.7,17.1,21.6,5,,,,,,Ian Brennan
Egernia stokesii,Scincidae,Egerniinae,WAM,R16641,138,48.2,82.8,34.5,17.7,17.6,20.5,23.6,7,2.2,5,15.3,21.7,,54.8,N,,,43.6,15.4,13.2,15,5,52.4,17.1,15.8,19.5,5,,,,,,Ian Brennan
Egernia stokesii,Scincidae,Egerniinae,WAM,R16649,135,49.6,76.6,31.4,17.5,17.5,22.7,24.2,6.97,2.21,5.18,17.2,21.4,,54.3,N,,,45.2,16.5,13.4,15.3,5,51.6,18.1,15.5,18,5,,,,,,Ian Brennan
Egernia stokesii,Scincidae,Egerniinae,WAM,R152659,152,56.5,86.1,39.56,19.8,18.77,25.43,28.8,8.5,3,6.28,18,25,,62.3,N,,,49.2,17.8,14.6,16.8,5,58.4,18.6,18.2,21.6,5,,,,,Male,Ian Brennan
Egernia stokesii,Scincidae,Egerniinae,WAM,R151371,152.5,52.7,86.12,42.6,20.11,17.5,22.4,27.02,8.4,2.5,5.67,18.3,25.7,,63.5,N,,,46.8,16.5,14.6,15.7,5,54.71,18.6,17.11,19,,,,,,,Ian Brennan
Egernia stokesii,Scincidae,Egerniinae,WAM,R152673,157,51.2,83,40.4,21.8,20.5,24.4,27.65,7.29,1.96,5.93,19.43,23.5,,65.7,N,,,51.15,16.6,15.4,19.15,5,60,18.6,17.8,23.6,5,,,,,Male,Ian Brennan
Egernia stokesii,Scincidae,Egerniinae,WAM,R152676,141,48.5,79.2,38.3,20,15.5,22,25,7.75,2.4,5.74,15.3,22.75,,59.04,N,,,48.9,17.3,13.8,17.8,5,57.4,18.7,17.1,21.6,5,,,,,,Ian Brennan
Egernia stokesii,Scincidae,Egerniinae,WAM,R16641,138,48.2,82.8,34.5,17.7,17.6,20.5,23.6,7,2.2,5,15.3,21.7,,54.8,N,,,43.6,15.4,13.2,15,5,52.4,17.1,15.8,19.5,5,,,,,,Ian Brennan
Egernia stokesii,Scincidae,Egerniinae,WAM,R16649,135,49.6,76.6,31.4,17.5,17.5,22.7,24.2,6.97,2.21,5.18,17.2,21.4,,54.3,N,,,45.2,16.5,13.4,15.3,5,51.6,18.1,15.5,18,5,,,,,,Ian Brennan
Egernia stokesii,Scincidae,Egerniinae,WAM,R152659,152,56.5,86.1,39.56,19.8,18.77,25.43,28.8,8.5,3,6.28,18,25,,62.3,N,,,49.2,17.8,14.6,16.8,5,58.4,18.6,18.2,21.6,5,,,,,Male,Ian Brennan
Egernia stokesii,Scincidae,Egerniinae,WAM,R151371,152.5,52.7,86.12,42.6,20.11,17.5,22.4,27.02,8.4,2.5,5.67,18.3,25.7,,63.5,N,,,46.8,16.5,14.6,15.7,5,54.71,18.6,17.11,19,,,,,,,Ian Brennan
Cyclodomorphus siticulosus,Scincidae,Egerniinae,WAM,R137658,97.94,27.8,65.63,14.39,8.98,9.17,10.88,15.85,4.04,1.89,2.84,9.06,8.7,,79,N,,,19.49,6.75,5.49,7.25,5,23.1,8.21,6.94,7.95,5,,,,,accessioned as Cyclodomorphus melanops siticulosus,Ian Brennan
Cyclodomorphus siticulosus,Scincidae,Egerniinae,WAM,R137659,84.67,28.89,50.63,13.77,8.18,9.03,11.01,16.42,6.67,1.98,2.9,8.59,7.22,,80,N,,,19.6,7.4,6.03,6.17,5,25.84,8.73,7.63,9.48,5,,,,,accessioned as Cyclodomorphus melanops siticulosus,Ian Brennan
Cyclodomorphus melanops,Scincidae,Egerniinae,WAM,R179632,113.36,31.38,76.9,16.34,9.33,9.84,14.1,18.19,4.79,1.58,2.88,11.01,11.52,96,38,Y,58,,22.15,7.94,6.57,7.64,5,27.81,8.99,8.14,10.68,5,,,,,accessioned as Cyclodomorphus melanops melanops,Ian Brennan
Cyclodomorphus melanops,Scincidae,Egerniinae,WAM,R155728,92.96,26.87,62.07,13.75,7.54,9.17,11.3,14.91,4.06,1.37,2.61,10.2,9.56,77,45,Y,32,,16.98,5.59,5.2,6.19,5,23.89,8.73,6.91,8.25,5,,,,,accessioned as Cyclodomorphus melanops melanops,Ian Brennan
Cyclodomorphus melanops,Scincidae,Egerniinae,WAM,R172249,84.37,25.72,53.48,11.93,6.83,8.19,10.77,13.56,3.71,0.94,2.51,8.12,7.67,85,85,N,,,15.85,6.32,4.53,5,5,22.19,8.12,6.26,7.81,5,,,,,accessioned as Cyclodomorphus melanops melanops,Ian Brennan
Cyclodomorphus melanops,Scincidae,Egerniinae,WAM,R175398,87.95,24.83,58.04,11.19,7.43,7.23,9.92,13.19,3.33,1.24,2.72,7.52,7.93,68,35,Y,33,,18.21,6.08,5.33,6.8,5,21.17,7.23,5.3,8.64,5,,,,,accessioned as Cyclodomorphus melanops melanops,Ian Brennan
Cyclodomorphus melanops,Scincidae,Egerniinae,WAM,R158355,92,28.42,59.63,13.26,7.54,8.05,10.4,14.87,3.86,1.46,2.99,8.11,8.89,99,99,N,,,17.63,5.82,5.59,6.22,5,23.79,8.13,6.41,9.25,5,,,,,accessioned as Cyclodomorphus melanops melanops,Ian Brennan
Cyclodomorphus melanops,Scincidae,Egerniinae,WAM,R154154,108,29.35,30.87,14.75,9.84,8.66,12.74,17.39,4.53,1.81,3.58,9.19,10.21,97,90,Y,7,,20.35,7.13,6.39,6.83,5,25.22,8.64,7.17,9.41,5,,,,,accessioned as Cyclodomorphus melanops melanops; Male,Ian Brennan
Tribolonotus gracilis,Scincidae,Egerniinae,WAM,R177376,93.93,43.46,43.05,19.23,12.31,15.17,24.47,28.45,6.62,2.63,8.04,18.74,10.58,111,111,N,,,39.17,14.26,11.49,13.42,5,47.45,15.67,14.69,17.09,5,,,,,,Ian Brennan
Tribolonotus gracilis,Scincidae,Egerniinae,WAM,R177375,97.83,42.65,47.84,16.54,11.25,14.11,22.98,28.73,6.41,3.38,6.76,18.85,10.04,94,94,N,,,40.41,14.08,12.72,13.61,5,50.65,17.55,14.99,18.11,5,,,,,,Ian Brennan
Tribolonotus gracilis,Scincidae,Egerniinae,WAM,R177378,93.56,39.26,45.69,17.09,11.52,11.77,20.01,24.86,6.97,2.7,7.19,15.47,9.88,83,83,N,,,38.07,13.48,11.46,13.13,5,44.04,15.87,12.97,15.2,5,,,,,,Ian Brennan
Tribolonotus gracilis,Scincidae,Egerniinae,WAM,R177377,95.25,42.71,47.55,18.58,11.38,13.38,22.23,26.95,6.31,2.83,6.15,18.05,9.2,74,22,Y,,,41.57,14.31,13.49,13.77,5,47.98,17.18,14.5,16.3,5,,,,,Male,Ian Brennan
Liopholis purnululu,Scincidae,Egerniinae,WAM,R103112,76.51,30.91,39.7,14.13,6.49,10.1,14.03,17.23,4.58,2.02,4.47,11.49,9.5,92,49,Y,43,,27.55,9.5,8.41,9.64,5,34.75,11.71,10.51,12.53,5,,,,,Holotype,Ian Brennan
Liopholis purnululu,Scincidae,Egerniinae,WAM,R156745,64.48,26.05,33.75,12.39,5.89,8.31,11.72,14.97,4.03,1.48,4.06,9.43,6.87,91,91,N,,,23.54,7.59,7.37,8.58,5,31.92,9.78,9.49,12.65,5,,,,,Paratype,Ian Brennan
Liopholis purnululu,Scincidae,Egerniinae,WAM,R156716,64.85,27.21,31.99,10.67,5.6,7.46,12.01,15.06,3.63,1.79,4.14,9.05,7.16,78,78,N,,,24.19,8.14,7.2,8.85,5,30.17,9.1,8.73,12.34,5,,,,,Paratype,Ian Brennan
Liopholis purnululu,Scincidae,Egerniinae,WAM,R130113,64.46,25.92,33.69,12.89,5.83,7.59,12.12,14.68,4.14,1.62,3.45,9.99,8.19,96,96,N,,,22.92,7.94,7.13,7.85,5,31.18,10.11,9.46,11.61,5,,,,,Paratype,Ian Brennan
Liopholis purnululu,Scincidae,Egerniinae,WAM,R156715,65.13,27.02,34.23,10.72,5.64,7.26,11.66,14.58,3.55,1.6,3.9,8.81,6.52,71,35,Y,36,,23.96,8.01,6.95,9,5,29.24,9.35,8.5,11.39,5,,,,,Paratype,Ian Brennan
Liopholis parva,Scincidae,Egerniinae,WAM,R156452,58.92,22.21,32.83,10.25,5.56,7.61,10.62,12.37,3.21,1.33,3.19,8.42,7.08,73,73,N,,,22.12,7.02,6.51,8.59,5,27.99,8.44,8.42,11.13,5,,,,,Holotype; male,Ian Brennan
Liopholis parva,Scincidae,Egerniinae,WAM,R8601,67.38,23.56,38.7,11.72,5.62,8.94,12.19,13.7,3.64,1.5,3.45,9.15,8.88,83,83,N,,,22.51,7.5,7,8.01,5,28.07,8.64,9.04,10.39,5,,,,,,Ian Brennan
Egernia kingii,Scincidae,Egerniinae,WAM,R146871,172,64.54,102.4,37.63,16.07,23.08,26.95,33.52,10.17,3.21,6.59,19.84,21.98,230,230,N,,,58.54,18.01,17.95,22.58,5,75.05,22.11,20.68,32.26,5,,,,,Male,Ian Brennan
Egernia kingii,Scincidae,Egerniinae,WAM,R151328,164,59.17,91.48,36.5,16.9,20.94,25.27,31.75,9.27,3.35,6.05,19.11,23.53,,162,Y,38,,52.9,17.5,15.31,20.09,5,74.1,23.38,20.68,30.04,5,,,,,Male,Ian Brennan
Egernia douglasi,Scincidae,Egerniinae,WAM,R57074,168,60.88,86.21,42.97,17.91,23.76,26.98,30.24,7.78,2.99,7.67,19.67,24.94,180,180,N,,,48.34,17.9,15.88,14.56,5,67.34,25,19.31,23.03,5,,,,,,Ian Brennan
Egernia pilbarensis,Scincidae,Egerniinae,WAM,R132519,120.25,46.43,64.23,26.76,11.82,15.49,20.38,24.53,7.43,2.07,4.75,14.53,17.23,164,164,N,,,36.06,13.58,12.11,10.37,5,46.01,15.36,14.29,16.36,5,,,,,,Ian Brennan
Liopholis longicauda,Scincidae,Egerniinae,WAM,R151763,96,37.85,49.87,14.86,8.07,12.13,14.78,20.97,5.96,1.67,4.38,12.7,12.22,162,162,N,,,32.61,10.62,9.76,12.23,5,46.43,14.4,12.96,19.07,5,,,,,accessioned as Liopholis pulchra longicauda,Ian Brennan
Liopholis longicauda,Scincidae,Egerniinae,WAM,R151767,107,42.44,56.63,17.71,8.16,13.26,16.4,22.4,6.77,2.36,5.14,16.97,13.95,197,197,N,,,37.82,12.95,11.09,13.78,5,52.06,15.84,14.57,21.65,5,,,,,accessioned as Liopholis pulchra longicauda,Ian Brennan
Liopholis longicauda,Scincidae,Egerniinae,WAM,R30395,99,38.8,55.27,16.68,8.63,12.02,15.06,22.95,6.25,2.49,5.22,13.31,11.28,175,175,N,,,33.39,12.61,9.6,11.18,5,46.96,14.06,14.29,18.61,5,,,,,accessioned as Liopholis pulchra longicauda,Ian Brennan
Liopholis longicauda,Scincidae,Egerniinae,WAM,R61305,104,36.94,60.1,17.86,8.59,13.24,15.02,22.27,6.4,2.28,5.03,14.1,13.52,212,212,N,,,34.83,11.84,10.43,12.56,5,49.47,14.14,14.06,21.27,5,,,,,accessioned as Liopholis pulchra longicauda,Ian Brennan
Liopholis longicauda,Scincidae,Egerniinae,WAM,R151765,101,39.32,52.74,15.48,8.29,12.22,14.82,21.79,6.19,2.06,4.95,12.33,12.08,182,182,N,,,31.01,10.54,9.31,11.16,5,44.3,13.63,12.5,18.17,5,,,,,accessioned as Liopholis pulchra longicauda,Ian Brennan
Corucia zebrata,Scincidae,Egerniinae,SAMA,R5249,255,79.45,158,58.31,17.94,35.74,46.05,48.35,12.47,4.23,9.56,34.29,18.58,280,280,N,,,98.9,30.03,30.05,38.82,5,118.47,36.4,31.75,50.32,5,,,,,,Ian Brennan
Corucia zebrata,Scincidae,Egerniinae,SAMA,R5250,268,92.78,163,58.98,19.59,38.29,51.44,52.28,13.39,4.97,10.02,40.6,21.61,294,294,N,,,106.94,31.64,31.48,43.82,5,129.52,39.82,34.16,55.54,5,,,,,,Ian Brennan
Corucia zebrata,Scincidae,Egerniinae,WAM,R67875,148,53.4,80.59,31.48,15.49,22.38,27.81,29.65,9.35,2.46,4.61,19.18,15.14,151,151,N,,,59.41,19.04,16.33,24.04,5,65.01,18.99,16.68,29.34,5,,,,,Subadult,Ian Brennan
Cyclodomorphus siticulosus,Scincidae,Egerniinae,SAMA,R63273,87.43,28.13,54.56,14.83,7,7.33,10.73,16.17,4.44,2,3.07,7.88,7.64,86,86,N,,,21.9,8.28,6.44,7.18,5,26.79,8.94,7.89,9.96,5,,,,,accessioned as Cyclodomorphus melanops siticulosus,Ian Brennan
Cyclodomorphus siticulosus,Scincidae,Egerniinae,SAMA,R67184,69.66,25.44,41.08,12.83,7.14,7.1,10.39,15.24,4.27,1.68,2.81,8.56,7.14,74,74,N,,,20.65,8.26,5.95,6.44,5,24.22,8.65,7,8.57,5,,,,,accessioned as Cyclodomorphus melanops siticulosus,Ian Brennan
Liopholis margaretae,Scincidae,Egerniinae,SAMA,R40567,97.24,38.38,54.84,19.51,7.14,10.06,15.69,20.25,5.36,2.06,4.99,11.12,13.26,85,61,Y,24,,30.66,9.41,9.58,11.67,5,41.95,13.92,11.73,16.3,5,,,,,,Ian Brennan
Liopholis modesta,Scincidae,Egerniinae,SAMA,R33577,90.7,34.83,51.9,20,9.08,10.06,15.36,19.44,5.48,1.67,5.7,10.59,10.99,143,143,N,,,29.86,9,9.39,11.47,5,43.31,13.32,12.04,17.95,5,,,,,,Ian Brennan
Liopholis modesta,Scincidae,Egerniinae,SAMA,R33578,95.51,36.44,53.21,20.19,8.64,10.68,15.13,20.01,5.9,1.94,4.57,10.97,12.12,135,135,N,,,32.06,10.87,9.79,11.4,5,43.55,13.56,11.75,18.24,5,,,,,,Ian Brennan
Liopholis montana,Scincidae,Egerniinae,SAMA,R55349,102.88,36.45,58.43,20.85,9.29,12.32,15.62,20.65,6,2.22,5.23,12.17,10.91,146,146,N,,,33.09,10.82,10.05,12.22,5,47.68,14.94,13.02,19.72,5,,,,,,Ian Brennan
Liopholis montana,Scincidae,Egerniinae,SAMA,R57986,93.4,35.73,53.31,20.84,9.8,9.98,15.77,20.87,6.13,2.02,5.1,11.53,13.32,85,35,Y,50,,32.59,10.31,9.54,12.74,5,44.33,12.91,11.79,19.63,5,,,,,,Ian Brennan
Bellatorias major,Scincidae,Egerniinae,SAMA,R44558,290,105.59,165,59.5,30.63,37.18,53.56,54.86,15.38,5.42,11.63,31.18,46.48,278,278,N,,,82.45,28.61,25.57,28.27,5,115.31,34.02,34.6,46.69,5,,,,,,Ian Brennan
Tribolonotus blanchardi,Scincidae,Egerniinae,SAMA,R56785,33.2,13.8,17.23,4.31,3.17,3.6,5.01,7.39,1.72,1.01,1.79,3.71,3.08,55,55,N,,,10.57,3.22,3.78,3.57,5,17.96,5.43,5.28,7.25,5,,,,,,Ian Brennan
Tribolonotus blanchardi,Scincidae,Egerniinae,SAMA,R56787,29.33,12.12,14.66,4.5,2.45,3.45,4.38,6.68,1.77,0.8,1.31,3.4,2.79,51,51,N,,,10.2,3.59,3.16,3.45,5,16.84,5.24,5.07,6.53,5,,,,,,Ian Brennan
Tribolonotus pseudoponceleti,Scincidae,Egerniinae,SAMA,R8255,67.39,31.82,32.52,10.49,5.17,7.84,13,17.97,4,1.74,3.53,10.25,7.13,111,111,N,,,21.43,7.8,6.18,7.45,5,34.34,11.14,9.55,13.65,5,,,,,,Ian Brennan
Tribolonotus pseudoponceleti,Scincidae,Egerniinae,SAMA,R5248,62.6,28.31,30.78,11.13,4.86,7.72,13.9,17.51,4.42,1.64,3.43,9.35,6.2,104,104,N,,,21.42,8.41,6.31,6.7,5,31.71,10.6,8.79,12.32,5,,,,,Male,Ian Brennan
Tribolonotus pseudoponceleti,Scincidae,Egerniinae,SAMA,R8250,59.87,26.65,30.91,10.94,4.44,7.67,10.55,15.05,3.43,1.55,3.8,7.41,5.62,63,40,Y,23,,21.93,8.18,6.3,7.45,5,28.3,9.52,7.6,11.18,5,,,,,,Ian Brennan
Tribolonotus ponceleti,Scincidae,Egerniinae,SAMA,R56789,155,69.93,77.41,33.93,14.22,20.35,38.64,44.24,10.55,3.28,8.54,27.77,17.4,246,246,N,,,56.19,19.72,16.61,19.86,5,79.83,25.9,22.46,31.47,5,,,,,,Ian Brennan
Tribolonotus ponceleti,Scincidae,Egerniinae,SAMA,R56788,145,66.74,70.5,24.94,12.45,20.12,33.96,41.91,10.74,2.85,8.7,25.31,15.3,256,256,N,,,53.88,17,16.77,20.11,5,76.99,24.74,21.21,31.04,5,,,,,,Ian Brennan
Tribolonotus ponceleti,Scincidae,Egerniinae,SAMA,R56790,137.77,61.63,67.18,25.29,12.75,18.31,30.34,37.14,10.17,2.53,8.62,23.56,15.1,230,230,N,,,53.56,17,16.37,20.19,5,73.02,23.85,20.08,29.09,5,,,,,,Ian Brennan
