Genus_species,Family,Subfamily,Museum,Rego,Snout_Vent,Snout_Axilla,Interlimb,Body_Width,Pelvic_Width,Pelvic_Height,Head_Width,Head_Length,Snout_Eye,Snout_Tip,Eye_Diameter,Head_Depth,Tail_Width,Total_Tail,Tail_Length,Tail_Loss,RG,RG2,Arm,Upper_Arm,Lower_Arm,Hand,Number of digits forelimb,Leg,Upper_Leg,Lower_Leg,Foot,Number of digits hindlimb,State/Province,Verbatim Locaility,Latitude,Longitude,Notes,Data Collector
Liopholis inornata,Scincidae,Egerniinae,SAMA,R63917,74.7,28.2,39.99,14.34,5.59,8.97,12.65,15.39,3.93,,5.5,9.4,8.43,,84.88,Y,26.25,NA,22.07,9.09,7.73,9.82,5,30.2,10.79,10.58,12.63,5,SA,65.5 km N Innamincka,-27.1642,140.6861,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R84578,76.75,28.46,43.9,14.9,6.66,9.81,13.35,15.86,3.72,,5.61,10.77,9.49,,100.26,N,NA,NA,22.39,9.2,8.33,10.15,5,31.92,11.41,11.58,13.92,5,WA,NORTH LAKE THROSSELL,-27.25,124.416667,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R137015,74.25,27.7,40.04,14.09,6.05,7.64,12.1,15.3,4.06,,5.08,9.14,8.54,,88.66,N,NA,NA,24.08,9.55,7.72,10.1,5,30.54,10.95,10.61,13.17,5,WA,WANJARRI NATURE RESERVE,-27.3575,120.773056,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R165312,65.58,26.45,36.39,12.18,6.29,6.84,10.28,14.16,3.62,,4.92,6.76,7.85,,73.23,Y,48.91,NA,20.34,8.51,6.69,7.89,5,28.2,9.46,9.42,12.75,5,WA,3.6KM S LEINSTER,-27.443889,120.798889,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R39700,70.15,26.04,40.86,12.23,6.3,8.55,11.51,14.4,3.06,,4.87,8.98,8.19,,57.97,Y,50.3,NA,21.68,8.43,7.35,9.42,5,30.09,10.69,9.92,12.8,5,WA,LAKE THROSSELL,-27.65,124.15,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R114536,75.12,28.73,42.47,13.48,6.08,8.53,12,15.09,3.81,,5.38,9.47,8.8,,91.29,Y,23.78,NA,22.42,8.74,7.31,9.35,5,31.55,11.24,10.78,13.48,5,WA,YEO LAKE HS[W END YEO LAKE,-28.066667,124.433333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R169419,67.77,26.26,36.6,15.99,6.11,8.51,12.19,13.68,3.32,,4.8,9.14,7.59,,85.06,Y,40.88,NA,18.75,6.65,6.94,9.4,5,27.16,9.02,9.16,12,5,WA,"Laverton, 7-8 km WNW of Point Salvation",-28.2,123.6,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R169418,72.67,24.41,42.94,14.82,6.19,9.17,13.09,15.19,3.76,,4.94,10.28,9.53,,93.71,N,NA,NA,20.84,7.89,7.84,9.04,5,30.57,9.84,10.76,14.31,5,WA,"Laverton, 7-8 km WNW of Point Salvation",-28.2,123.6,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R155717,78.68,28.32,44.84,15.17,5.82,8.77,14.4,16.11,4.13,,5.4,10.84,9.65,,81.52,Y,39.98,NA,21.64,8.26,7.73,9.6,5,30.34,10.79,10.71,14.73,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R148197,76.51,29.8,42.54,15.46,5.45,8.21,13.45,15.31,3.75,,5.36,9.1,8.65,,94.77,N,NA,NA,22.85,7.93,8.44,9.28,5,30.38,9.36,10.06,14.79,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R148155,79.14,29.04,45.26,16.25,6.38,9.37,13.8,15.87,3.8,,5.02,10.27,10.19,,67.3,Y,52.88,NA,22.8,8.48,8.35,10.51,5,31.86,10.97,11.23,14.95,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R148176,74.85,26.74,45.03,16.22,6.4,9.06,13.34,15.12,3.94,,5.23,10.11,9.9,,85.82,Y,15.38,NA,21.48,8.75,7.57,9.18,5,31.61,10.68,10.58,14.34,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R148156,69.21,26.09,40.32,14.9,5.57,7.88,12.15,14.23,3.79,,4.68,8.52,8.51,,68.43,Y,56.74,NA,21.58,7.22,7.73,9.79,5,26.8,9.79,9.29,12.48,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R148169,73.09,26.72,42.83,15.12,5.93,8.07,11.76,15.15,3.86,,4.95,9.44,8.31,,75.14,N,NA,NA,21.68,8.26,7.71,8.03,5,30.18,10.42,10.05,12.46,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R148129,77.92,28.42,45.49,17.46,6.05,9.96,12.65,15.78,3.99,,5.59,11.17,9.59,,89.71,Y,51,NA,23.48,8.63,7.98,9.97,5,33.05,11.34,11.22,15.6,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R148153,73.08,26.26,41.55,17.03,5.76,9.24,12.61,15.2,3.95,,5.27,10.39,8.64,,95.61,N,NA,NA,22.71,8.24,7.76,9.74,5,31.31,10.48,10.8,14.55,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R148146,72.67,25.85,41.78,17.22,6.38,8.29,11.7,14.69,3.48,,5.34,9.55,8.48,,75.2,Y,40.75,NA,23.74,8.67,7.43,9.01,5,31.43,10.11,10.41,14.36,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R86083,72.03,27.62,42.01,19,5.25,7.65,11.86,14.53,3.31,,5.25,9.4,9.57,,67.98,Y,59.24,NA,22.74,8.43,7.66,9.43,5,30.59,10.21,10.36,13.92,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R86079,78.38,28.73,44.08,17.58,6.97,8.05,12.34,15.35,3.57,,5.94,9.72,9.39,,88.6,Y,58.61,NA,22.82,8.27,8.07,9.26,5,30.4,10.99,10.97,13.92,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R148120,74.77,26.86,42.86,17.69,6.09,7.68,11.57,14.39,3.44,,5.5,8.91,7.95,,92.26,N,NA,NA,23.1,8.3,7.37,8.36,5,29.82,11.01,9.86,13.68,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R148125,78.97,28.95,46.5,18.08,6.23,9.53,12.19,14.78,3.5,,5.64,10.06,9.85,,88.42,Y,42.11,NA,22.65,8.65,8.34,9.6,5,30.61,10.53,11.2,14.3,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R148104,54.92,20.4,30.29,12.37,4.71,4.49,9.3,12.11,3.04,,4.03,5.96,6.14,,75.22,N,NA,NA,18.55,6.91,5.78,8.44,5,23.97,8.54,7.59,11.05,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R86116,69.22,24.53,41.25,14.98,5.76,7.93,11.51,14.24,3.52,,4.93,8.61,9.31,,89.2,N,NA,NA,22.53,8.87,7.76,10.16,5,31.25,10.66,10.31,13.94,5,WA,7-8KM WNW PT SALVATION,-28.2,123.6,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R148103,69.44,25.57,41.32,16.01,5.91,7.48,11.53,13.96,3.29,,4.79,9.34,8.3,,83.08,N,NA,NA,21.36,8.25,7.12,11.02,5,28.54,9.97,9.76,13.15,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R148110,73.07,27.07,40.6,16.18,6,8.23,11.91,15.06,3.8,,5.85,9.21,8.21,,60.21,Y,41.28,NA,23.06,8.24,7.64,9.54,5,32.32,10.87,10.8,14.55,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R169417,76.15,26.39,44.85,18.37,5.86,8.54,12.39,15.11,3.82,,5.41,10.02,9.81,,89.36,Y,12.27,NA,22.59,9.28,7.99,10.3,5,31.19,11.56,10.56,12.77,5,WA,7-8KM WNW POINT SALVATION,-28.2,123.583333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R172250,68.52,27.85,37.33,13.72,5.81,8.82,12.39,14.65,3.58,,4.75,8.18,9.14,,71.7,Y,50.22,NA,19.79,7.78,7.05,8.63,5,27.02,9.44,9.79,12.36,5,WA,"Laverton, Great Victoria Desert",-28.209,127.571,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R113211,74.61,25.76,42.22,13.53,5.88,8.7,12.03,15.02,3.77,,5.38,9.5,7.68,,87.08,Y,52.28,NA,22.24,8.12,7.96,9.28,5,30.69,11.37,10.71,13.14,5,WA,ATLEY STATION,-28.233333,119.066667,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R35052,68.09,24.41,37.84,12.61,5.73,8.44,10.74,13.89,3.54,,4.97,8.48,7.96,,80.02,N,NA,NA,21.19,7.98,7.37,8.57,5,28.27,9.97,9.52,12.77,5,SA,12 KM SSE OF DULLINGARI SATELLITE,-28.28,140.9,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R101478,61.92,22.87,34.16,12.08,5.06,5.42,9.65,12.19,2.75,,4.16,6.45,6.65,,69.71,Y,10.17,NA,20.6,6.84,6.41,9.02,5,27.08,8.73,8.83,12.77,5,WA,3KM N NEALE 6CTION,-28.283333,125.866667,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R163368,76.37,27.94,43.38,14.5,6.2,8.71,13.89,15.83,3.95,,5.01,10.01,10.82,,79.74,Y,58.6,NA,23.05,9.24,8.1,9.06,5,32.51,11.32,10.5,13.84,5,WA,"Laverton, Neale 6ction Nature Reserve",-28.302,126.299,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R42113,72.27,27,39.97,12.84,5.95,8.13,11.87,14.75,3.6,,5.39,9.31,7.75,,70.71,Y,44.55,NA,21.57,9.02,7.58,10.67,5,29.12,10.14,9.99,12.85,5,SA,"8 KM (AIR) NW OF MT 3GARET, DAVENPORT RG",-28.425,136.0167,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R163369,77.04,28.41,44.07,20.54,6.58,8.53,13.28,14.7,3.69,,5.3,8.87,11.12,,94.97,N,NA,NA,21.98,8.97,8.45,9.64,5,26.48,10.52,10.31,13.99,5,WA,NEALE 6CTION NATURE RESERVE,-28.492778,125.810278,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R62401,65.88,24.75,36.13,12.97,4.99,8.15,11.61,14.03,3.45,,5.03,9.17,7.35,,72.05,Y,32.83,NA,21.76,8.51,6.92,8.72,5,28.75,9.96,9.79,12.73,5,SA,164.5 km SSE Wartaru,-28.5319,129.8583,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R57887,71.88,25.42,41.32,14.54,5.43,7.57,11.4,14,3.57,,4.82,9.18,7.21,,79.99,N,NA,NA,21.93,8.17,7.31,9.78,5,28.58,9.75,9.6,12.57,5,SA,43.8 km WNW Emu,-28.5417,131.7642,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R57162,73.73,26.14,39.62,14.86,6.47,8.57,12.85,15.08,4.09,,5.35,9.32,8.72,,72.01,Y,56.67,NA,23.11,8.49,7.45,10.01,5,31.07,10.25,10.82,13.84,5,SA,7.6km E Vokes Hill Corner,-28.5694,130.7597,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R53286,76.6,26.49,42.68,15.14,6.47,7.65,12.05,15.02,3.49,,5.64,8.73,8.98,,87.23,N,NA,NA,22.99,8.27,7.71,9.87,5,29.73,10.57,10.46,12.01,5,WA,29KM W LAVERTON,-28.633333,122.116667,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R32614,71.88,27.75,39.5,14.5,5.73,7.82,11.79,14.31,3.45,,4.97,8.38,8.08,,43.28,Y,10.17,NA,23.19,9.42,7.41,9.77,5,30.41,10.6,10.06,13.51,5,SA,42 KM N TALLARINGA WELL,-28.6469,133.3517,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R85326,74.6,26.76,40.95,16.49,7.65,7.24,12.35,15.02,3.82,,5.85,8.98,9.57,,71.05,Y,40.01,NA,22.24,8.18,7.87,9.6,5,31.53,10.17,10.64,13.58,5,WA,COMET VALE,-28.983333,121.116667,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R54217,71.89,26.05,41.43,14.36,5.83,7.65,12.44,14.71,3.66,,5.91,9.62,8.58,,74.59,Y,47.11,NA,22.05,8.04,7.96,8.81,5,28.39,11.18,10.17,10.42,5,SA,43.9 KM NW OF CLAYTON H/S,-28.9931,138.065,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,AM,R106840,89.31,34.53,49.36,16.77,7.69,9.94,15.06,18.49,4.38,,6.3,10.25,11.45,,86.97,Y,74.04,NA,25.06,10.55,9.15,11.14,5,35.73,12.98,12.51,15.36,5,NSW,"Widgee Downs, Jobs Gate Area, W of Goodooga",-29.066,146.716,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R20541,71.65,25.43,42.05,14.02,5.04,7.3,11.47,13.68,3.96,,4.78,9.59,7.44,,52.72,Y,48.27,39.42,20.8,8.19,6.77,8.65,5,26.55,9.1,9.65,11.9,5,SA,NR LAKE WYOLA,-29.15,130.17,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R166716,78.16,29.15,45.38,14.01,7.7,9.2,13.69,15.7,3.89,,5.41,9.5,9.71,,79.49,Y,51.26,NA,23.35,8.1,8.01,9.22,5,31.16,10.93,11.44,14.35,5,WA,TROPICANA MINE,-29.248889,124.573611,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,AM,R142987,91.5,33.87,50.82,16.83,7.05,12.28,15.07,19.02,5.2,,6,12.67,11.31,,100.74,Y,75.64,NA,24.87,10.58,9.76,10.92,5,35.07,13.39,12.86,16.68,5,NSW,"Nulty Springs Station, 2km Ne of Homestead, About 90km Ne of Bourke",-29.416,146.133,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R60343,71.78,25.61,42.22,14.62,6.14,7.09,11.86,13.83,3.28,,5.15,8.62,8.23,,49.42,Y,14.2,NA,20.39,8.73,7.57,8.44,5,27.82,10.24,9.93,11.92,5,SA,152.7 km W Oak Valley,-29.5411,129.1044,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R133767,70.04,26.73,38.3,15.25,6.11,5.94,11.26,14.53,3.91,,5.45,7.98,8.38,,79.7,Y,6.3,NA,23.87,8.1,7.51,9.41,5,30.38,10.52,10.1,13.93,5,WA,MOUNT GIBSON STATION,-29.576111,117.125833,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R86633,76.99,27.36,43.67,15.37,5.87,8.48,11.87,15.27,3.84,,5.16,9.08,7.76,,70.5,Y,58.69,NA,22.04,8.33,7.34,8.51,5,30.48,10.37,10.52,13,5,WA,20KM S OF MENZIES,-29.85,121.1,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,AM,R166727,78.91,28.75,44.38,14.58,6.42,9.35,13.2,16.21,3.35,,5.44,9.8,8.83,,93.37,Y,48.96,NA,23.64,8.87,8.15,10.21,5,31.99,11.63,10.54,13.69,5,NSW,"Nocoleche Nature Reserve, 5km East of Shearers Quarters",-29.85138,144.16721,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,AM,R165699,76.68,28.49,43.55,13,6.45,9.54,13.22,15.59,4.05,,5.96,10.06,8.53,,76.96,Y,NA,NA,21.93,8.92,7.8,10.14,5,31.35,11.57,10.79,14.02,5,NSW,"Nocoleche Nature Reserve, 11km West of Wanaaring - Wilcannia Road",-29.86888,144.00944,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R59331,75.15,27.15,42.1,16.69,6.16,9.16,12.7,15.16,3.95,,5.61,10.12,9.13,,98.63,N,NA,NA,23.1,8.82,7.71,9.67,5,31.52,10.89,10.39,14.47,5,SA,43.8km WNW 3alinga,-29.90138889,131.235,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R72574,74.08,27.98,40.02,13.76,5.76,9.04,11.98,14.88,4.03,,5.63,9.44,8.97,,80.86,Y,61.4,NA,22.19,8.43,7.79,9.92,5,30.24,10.44,10.59,14.21,5,WA,NEAR COMET VALE,-29.916667,121.466667,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R94025,67.64,25.86,38.54,11.61,6.07,7.64,11.77,14.42,3.83,,5.05,9.01,8.61,,93.4,Y,32.37,NA,20.11,7.29,7.54,10.09,5,30.87,10.31,10.12,13.91,5,WA,53KM NNE QUEEN VICTORIA SPRING,-29.966667,123.766667,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R94022,70.53,26.31,37.87,11.82,6.04,8.61,11.5,14.89,3.43,,5.19,8.96,8.11,,90.77,N,NA,NA,23.46,8.59,7.93,9.22,5,31.4,10.42,10.64,14.77,5,WA,53KM NNE QUEEN VICTORIA SPRING,-29.966667,123.766667,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R24504,71.04,25.18,41.06,14.28,5.26,6.92,11.11,13.17,3.79,,4.6,7.28,7.46,,9.96,Y,NA,NA,21.61,7.97,7.22,9.4,5,29.5,10.05,9.4,13.82,5,SA,1 KM S.W 3ALINGA,-30.15,131.6,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R58201,74.77,27.14,42.26,13.7,5.36,8.83,11.43,14.69,3.41,,4.78,9.53,8.19,,70.31,Y,45.64,NA,21.45,7.29,7.45,9.44,5,29.31,10.04,10.06,13.41,5,WA,20KM NE DALWALLINU,-30.183333,116.883333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R100922,58.78,22.1,32.25,12.35,4.95,4.86,9.28,12.01,2.96,,4.87,6.35,6.3,,23.35,Y,NA,NA,19.46,6.37,5.6,8.72,5,26.48,8.11,7.99,12.8,5,WA,25KM NNE QUEEN VICTORIA SPRING,-30.233333,123.683333,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R136521,74.42,28.66,40.03,13.92,5.85,8.89,12.49,15.55,4.04,,5.96,10.21,8.26,,76.17,Y,65.36,NA,22.63,7.89,8.09,9.36,5,30.93,10.64,10.47,13.29,5,WA,BEACON AREA,-30.2375,118.302778,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MAGNT,R09215,73.6,26.78,42.52,14.09,5.93,7.85,12.26,14.47,4.31,,5,9.19,7.85,,70.26,Y,50.22,NA,20.53,7.87,7.12,9.02,5,28.57,10.21,9.85,11.72,5,SA,Im3na,-30.31,132.1,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R146481,68.82,27.13,39.44,14.53,5.7,8.7,12.52,14.93,3.55,,5.53,10.23,8.69,,87.77,Y,35.05,NA,22.07,8.26,7.39,9.78,5,30.24,10.84,10.88,13,5,WA,"2km SW Coonmine Soak, Wallaroo",-30.349167,120.520833,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R53047,67.29,27.92,35.71,12.69,6.38,7.95,11.46,14.52,3.9,,4.89,8.47,7.01,,76.8,N,NA,NA,21.98,8.77,7.76,10.56,5,28.17,10.59,10.6,13.36,5,SA,"SITE 5,MAGNESITE MINE,20 KM SE LEIGH CREEK TOWN",-30.4283,138.3106,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R16852,76.32,29.02,42.7,15.47,5.66,8.13,12.05,14.77,3.57,,5.13,9.27,8.11,,85.78,Y,33.84,NA,23.62,8.84,7.97,9.44,5,30.79,10.71,10.31,13.75,5,WA,QUEEN VICTORIA SPRING,-30.433333,123.566667,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D356,75.34,28.52,42.21,13.21,6.8,8.26,12,15.41,4,,5.37,9.2,8.37,,85.43,Y,51.39,NA,22.86,8.32,7.78,9.72,5,31.12,10.27,10.37,13.94,5,South Australia,"3alinga Tjarutja, Overland Railway, Ooldea",-30.45,131.83,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R32081,71.49,28.07,39.07,14.08,6.67,8.51,12.52,15.54,4.08,,4.98,7.81,8.75,,79.81,Y,52.62,NA,22.16,8.99,7.56,9.3,5,29.23,10.36,10.58,12.99,5,SA,5 KM S.S.W IM3NA SIDING,-30.5467,132.1378,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R73320,76.21,28.51,40.94,14.17,6.39,9.56,13.02,15.85,3.75,,5.69,10.2,8.52,,82.32,Y,54.33,33.61,23.18,9.37,7.82,10.22,5,31.77,10.72,11.55,14.93,5,WA,14KM 266DEGREES BLACK FLAG,-30.566667,121.091667,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R24493,75.79,24.8,43.37,15.12,7.63,9.24,13.04,15.42,4.01,,4.51,10.16,9.62,,74.78,Y,65.89,NA,23.97,9.12,8.03,9.67,5,32.76,10.74,10.35,14.06,5,SA,11 KM W WYNBRING,-30.57,133.43,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D2642,69.35,25.76,39.86,12,5.31,8.11,11.56,14.3,3.44,,5.1,9.32,7.14,,82.59,N,NA,NA,21.89,8.19,7.11,9.2,5,29.46,9.86,9.83,12.84,5,SA,"Overland Railway, W of Kychering Soak (No3 Overland Railway to WA on line of 3)",-30.68,134.17,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R13041,75.71,28.06,40.68,17.26,6.57,9.4,12.18,15.46,3.47,,5.48,10.5,10.18,,71.01,Y,64.58,NA,23.04,8.19,7.95,8.97,5,31.17,11.21,10.73,13.39,5,WA,"19KM NW CUNDEELEE, KALIN ROCK",-30.683333,123.266667,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D1668,75.07,27.99,43.47,10.68,5.79,9.11,12.32,15.24,3.95,,5.09,10.09,8.29,,92.92,Y,50.28,NA,23.54,9.58,7.07,10.05,5,32.03,11.25,10.92,13.91,5,WA,Kalgoorlie,-30.75,121.47,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R14120,64.38,23.19,34.15,12.2,5.42,8.06,11.07,13.84,3.18,,5.2,7.73,7.57,,88.8,N,NA,NA,20.45,7.48,6.74,9.31,5,26.43,9.04,9.55,13.96,5,WA,19KM N COOLGARDIE,-30.75,121.166667,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R68099,69.31,26.8,37.61,13.46,6.39,7.98,12.04,15.01,3.75,,5.24,8.98,8.48,,80.36,Y,49.35,NA,21.87,8.71,7.67,9.32,5,30.94,10.99,10.57,13.84,5,SA,57.45km SW Ooldea,-30.78186,132.30119,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R32027,81.2,28.49,46.88,16.8,6.73,8.83,12.68,15.79,3.66,,5.39,8.9,8.89,,51.36,Y,28.07,NA,21.66,8.54,7.63,9.33,5,30.38,11.13,10.78,13.07,5,SA,"MITCHERIE CAMP, MITCHERIE ROCKHOLE",-31.45,132.82,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MAGNT,R32736,70.78,25.08,39.51,10.13,4.91,9.12,11.23,14.07,3.57,,4.76,8.6,6.61,,22.99,Y,NA,NA,20.71,8.19,6.83,9.19,5,27.1,9.17,9.91,12.13,5,NSW,Nymagee Area,-31.59,146.16,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R65499,75.13,28.33,41.45,14.74,6.73,9.74,13.64,15.36,3.71,,5.96,9.73,8.75,,94.66,Y,15.47,NA,23.2,9.33,7.88,9.74,5,29.37,10.97,10.96,12.89,5,SA,13km NE Bimbowrie Homestead,-31.9597,140.25,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MAGNT,R09290,81.73,30.38,45.15,14.45,6.38,9.8,13.23,16.61,4.31,,5.6,9.73,8.37,,46.85,Y,22.24,NA,24.56,9.68,8.02,10.78,5,31.75,11.21,11.14,14.44,5,SA,Deep Creek Adelaide Hills,-32.35,138.1,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D5532,77.97,28.15,46.71,14.49,6.68,9.2,12.31,15.42,3.77,,4.98,9.55,8.51,,71.18,Y,63.6,NA,25.13,9.97,8.43,11.58,5,33.55,11.53,11.33,14.45,5,SA,"Big Desert, 28 km NW of Wyperfeld National Park Ranger's Office (35 25 S, 141 47 E)",-32.57,135.43,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D5531,79.31,28.05,44.91,11.97,6.41,8.54,12,15.21,3.73,,5.05,9.87,9.02,,93.01,N,NA,NA,24.44,9.55,8.2,10.7,5,32.26,11.09,10.79,13.67,5,SA,Gawler Ranges,-32.57,135.43,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,AM,R156520,78.72,27.2,45.34,15.05,6.24,8.69,12.21,15.26,4.07,,5.23,9.88,8.8,,74.43,Y,38.67,NA,22.34,9.11,7.93,9.69,5,31.77,11.62,10.92,14.22,5,NSW,Yathong Nature Reserve,-32.57221,145.38221,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,AM,R156835,62.8,23.89,33.24,10.25,4.91,6.75,10.27,13.3,3.31,,4.33,7.6,6.19,,74.56,Y,30.55,NA,20.71,7.41,6.91,9.53,5,27.77,9.39,9.32,13.78,5,NSW,Yathong National Park,-32.58694,145.49749,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R63962,80.77,30.29,47.2,15.19,6.61,10.12,13.85,17.01,4.29,,6.57,10.8,9.65,,82.82,Y,40.43,NA,24.72,9.84,8.36,11.01,5,35.16,11.99,11.92,15.64,5,SA,30km SSW Nonning Homestead,-32.7767,136.3883,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R20775,67.12,23.82,37.8,11.67,6.61,8.09,11.83,14.06,3.41,,3.96,9.06,7.22,,71.88,Y,32.41,19.91,20.93,7.99,7.34,8.75,5,27.85,10.14,9.53,11.68,5,SA,2 KM E BASE CAMP,-33.12,135.98,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R57655,66.79,24.29,38.12,16.17,6.62,7.31,10.59,13.08,3.58,,4.69,7.82,7.38,,75.97,Y,21.54,NA,21.29,7.98,6.34,9.81,5,28.39,9.5,9.57,13.03,5,SA,23.5 km NNE Sheoak Hill,-33.1864,136.8439,,Chapple Group
